Prompt	Category	Challenge	Note
A serene landscape painting rendered in a realistic style, featuring a vast expanse of golden wheat fields under a bright blue sky dotted with fluffy white clouds, with a solitary tree standing as a focal point in the foreground, evoking the essence of rural tranquility.	style	Basic	source:style.jsonl
A vibrant illustration of a classic maroon 1930s sedan cruising through a golden, sunlit landscape, rendered in a retro style with detailed chrome accents and dramatic lighting effects reminiscent of Jack Pumphrey's automotive artistry.	style	Basic	source:style.jsonl
A whimsical and colorful cartoon-style Christmas decoration crafted from toilet paper rolls features charming owl faces and festive green trees topped with yellow stars, showcasing a playful and creative DIY design with vibrant colors and simple shapes.	style	Basic	source:style.jsonl
A serene Impressionist-style painting by Claude Oscar Monet captures a tranquil promenade lined with lush trees and lampposts, leading towards a calm sea under a bright, cloud-dotted sky, evoking a sense of peaceful nostalgia and natural beauty.	style	Basic	source:style.jsonl
A vibrant watercolor illustration of a sliced tomato, showcasing its juicy interior and green stem, rendered with meticulous detail and a soft, natural light effect on canvas paper, measuring 2 1/2 x 3 1/2 inches.	style	Basic	source:style.jsonl
A vibrant neon sign by Chris Bracey, featuring bold and playful typography, illuminates the exterior of God's Own Junkyard in London, showcasing a retro and cyberpunk-inspired aesthetic with striking red and blue hues against a brick wall backdrop.	style	Basic	source:style.jsonl
A detailed line drawing of a compass rose, intricately designed with geometric patterns and ornate borders, reminiscent of vintage cartography, rendered in black-and-white with potential for vibrant coloring using Faber-Castell Polychromo pencils as seen in Johanna Basford's "Enchanted Forest" coloring book.	style	Basic	source:style.jsonl
A vintage engraving depicts an Early Old Lutheran Church in Amsterdam, showcasing intricate architectural details with gothic-style windows, a prominent spire, and surrounding trees, rendered in a high-definition, monochromatic artistic style that emphasizes historical authenticity and atmospheric depth.	style	Basic	source:style.jsonl
A serene black-and-white photograph captures a tranquil river winding through a misty forest landscape, featuring smooth reflections on the water's surface and a natural composition of rocks and bare trees, evoking a vintage, contemplative mood reminiscent of early 20th-century landscape photography.	style	Basic	source:style.jsonl
A whimsical cartoon-style unicorn cake adorned with vibrant flowers and a golden horn, featuring a playful face and pastel accents, exudes a fun yet glamorous charm perfect for a best friend who appreciates creativity over hipster trends.	style	Basic	source:style.jsonl
A regal portrait in the Baroque style, likely inspired by Martin van Meytens, depicts Maria Theresia, Queen of Hungary, adorned in opulent attire and jewelry, seated on an ornate chair against a dramatic backdrop of dark and red curtains, rendered with high-definition detail and classical elegance.	style	Basic	source:style.jsonl
A meticulously detailed still life painting in the Baroque style, reminiscent of Balthasar van der Ast, featuring a vibrant bouquet of flowers in a golden vase, accompanied by shells, insects, and natural elements, rendered with rich textures and dramatic lighting against a dark background.	style	Basic	source:style.jsonl
A high-definition black-and-white digital illustration featuring two women in elegant 1940s war-era dresses, showcasing vintage fashion with intricate floral patterns and classic silhouettes, rendered in a cinematic style with dramatic lighting and a timeless, retro aesthetic.	style	Basic	source:style.jsonl
A charming shabby chic French-inspired dining room features a vintage-style chandelier, a rustic wooden table adorned with a floral arrangement and a delicate teacup, complemented by elegant upholstered chairs, all set against soft pastel walls and enhanced by natural light streaming through a classic French door, creating a cozy and timeless ambiance.	style	Basic	source:style.jsonl
A detailed black-and-white architectural sketch showcases a traditional two-story house with a symmetrical front elevation, featuring a central entrance flanked by windows, a gabled roof, and neatly landscaped surroundings, rendered in a crisp, hand-drawn style.	style	Basic	source:style.jsonl
A charming country-style house with a classic front elevation, rendered in a detailed architectural illustration featuring hand-drawn elements, showcases a two-story design with black shutters, a welcoming porch, and a winding driveway, all set against a serene backdrop of trees and greenery, evoking a vintage, rustic aesthetic.	style	Basic	source:style.jsonl
A serene oil painting titled "Midnight Moon" by David Forks captures a solitary figure standing on rocky shores under a luminous full moon, rendered with dramatic lighting and a deep blue color palette, evoking a contemplative and atmospheric mood.	style	Basic	source:style.jsonl
A vibrant oil painting reminiscent of Thomas Cole's style, depicting a grand sailing ship named "Voyage of Life" navigating turbulent seas under golden-hour lighting, with dramatic clouds and distant vessels enhancing the romantic and adventurous atmosphere.	style	Basic	source:style.jsonl
A glowing firefly insect rendered in a sleek, neon vector art style against a stark black background, showcasing intricate line work and a striking golden-yellow hue that evokes a cyberpunk aesthetic.	style	Basic	source:style.jsonl
A vibrant and playful vector art design featuring pink and green watermelon slices arranged in a circular pattern, complemented by scattered leaves and watermelon seeds, crafted by Mandy Ringe Photography for a cheerful and summery birthday backdrop.	style	Basic	source:style.jsonl
A highly detailed 3D-rendered depiction of a futuristic Predator-inspired helmet, showcasing cyberpunk aesthetics with intricate textures, dramatic lighting, and a sleek metallic finish, evoking the potential for advanced thermal vision technology akin to that seen in science fiction.	style	Basic	source:style.jsonl
A vibrant watercolor illustration depicts a serene tropical beach scene featuring a bright sun, lush palm trees, and a sandy shore surrounded by calm blue waters, showcasing the cheerful and summery essence of a tropical paradise.	style	Basic	source:style.jsonl
A detailed black-and-white architectural sketch showcases the front elevation of a classic ranch-style home, featuring a symmetrical design with a gabled roof, large windows, and a two-car garage, rendered in a clean, hand-drawn style with precise lines and shading to highlight its vintage charm and suburban appeal.	style	Basic	source:style.jsonl
A stunning long-exposure photograph captures the mesmerizing star trails forming concentric circles above the serene landscape of Great Smoky Mountains National Park, blending natural beauty with celestial wonder in a high-definition, night-time vista.	style	Basic	source:style.jsonl
A vintage 1940s illustration showcases two women modeling elegant one-piece dresses with tiered sleeves, featuring a classic retro style with soft pastel colors and a timeless silhouette, rendered in a detailed hand-drawn medium with a focus on fashion design.	style	Basic	source:style.jsonl
A pixelated, blocky Minecraft-style lake house tutorial showcases a rustic wooden structure with red doors and windows, surrounded by a serene blue water body and green grassy terrain, exemplifying the iconic voxel art medium and creative building techniques of the game.	style	Basic	source:style.jsonl
A vibrant vector illustration featuring perfectly fried eggs with bright orange yolks, surrounded by fresh green leaves and halved tomatoes, presented on a rustic red plate with a clean white background, showcasing a high-definition, cartoon-style aesthetic ideal for culinary graphics.	style	Basic	source:style.jsonl
A vintage-inspired vector illustration featuring a classic clock with Roman numerals, ornate detailing, and surrounding decorative keys, evoking a timeless steampunk aesthetic.	style	Basic	source:style.jsonl
A vibrant collection of food icons presented in a clean, flat vector art style, featuring crisp illustrations of burgers, fries, fruits, desserts, and beverages, all rendered with bright colors and simple, appealing designs.	style	Basic	source:style.jsonl
A vibrant still life painting in the early 20th-century Dutch School style, featuring a lush bouquet of colorful flowers including roses, daisies, and forget-me-nots, arranged in a clear glass vase on a green ledge, with delicate lighting enhancing the naturalistic details and rich textures.	style	Basic	source:style.jsonl
A serene landscape painting reminiscent of Thomas Cole's Hudson River School style, featuring lush greenery, towering trees, and a winding path leading through a tranquil valley with distant mountains under a vibrant blue sky dotted with fluffy clouds, rendered in a detailed, realistic oil painting technique.	style	Basic	source:style.jsonl
"Snowy Woodland, Homage to Carlson" is a serene oil painting measuring 36" x 48", showcasing a tranquil winter scene with snow-covered trees and a winding path, rendered in a realistic yet slightly impressionistic style that captures the quiet beauty of a snowy forest, displayed at Highlands Art Gallery.	style	Basic	source:style.jsonl
A high-resolution, vintage-inspired depiction of a Sonic Blue Relic Roadworn Telecaster guitar featuring a Warmoth Maple Neck, Fender Swamp Ash Body, and Aged Nitro Finish, showcasing artisanal craftsmanship and a custom, weathered aesthetic by Arty S Custom Guitars.	style	Basic	source:style.jsonl
A vibrant cartoon-style illustration featuring a muscular, textured humanoid figure wearing sunglasses and a green vest, set against a starry night sky backdrop with the text "ANTHER FOUR" in bold, retro-green font, evoking a playful yet cosmic theme reminiscent of comic book art.	style	Basic	source:style.jsonl
A vibrant cartoon-style illustration featuring a colorful Brio train set on wooden tracks, surrounded by whimsical houses and lush greenery under a bright blue sky with fluffy clouds, showcasing a playful and retro aesthetic typical of children's toy advertisements.	style	Basic	source:style.jsonl
A vibrant 3D-rendered illustration depicts a group of Ewoks, inspired by "Ewoks: The Battle for Endor," standing in a lush forest setting with detailed textures, dynamic lighting, and a high-definition quality that brings their furry forms and adventurous gear to life.	style	Basic	source:style.jsonl
A high-definition 3D-rendered front elevation plan of a ranch-style home, showcasing a beige exterior with white trim, black shutters, and a dark roof, surrounded by lush greenery and complemented by natural lighting effects under a clear blue sky.	style	Basic	source:style.jsonl
A vibrant 3D-rendered cityscape inspired by the iconic Futurama skyline, featuring colorful, whimsical skyscrapers with playful architectural details, set against a bright, cloud-dotted sky with a serene waterfront, showcasing a blend of retro-futuristic and cartoonish aesthetics.	style	Basic	source:style.jsonl
Dead Rising 3 showcases a high-definition, cinematic poster featuring a tense confrontation between characters in a dramatic, action-packed setting, rendered in a realistic 3D style with bold lighting effects and a striking red color palette.	style	Basic	source:style.jsonl
A sculpture-like depiction of the Greek myth of Pygmalion and Galatea, capturing the moment the statue comes to life. The figures are idealized, with perfect proportions and serene expressions, embodying the classical pursuit of beauty and perfection. The composition is balanced and harmonious, with a focus on the clarity of form and the graceful lines of the human body.	style	Basic	source:style.jsonl
An oil painting illustrating a scene from Homer's Odyssey, where Odysseus confronts the suitors in his hall. The composition is orderly and theatrical, with figures arranged in a frieze-like manner. The lighting is clear and even, illuminating the heroic figures and their dignified, controlled emotions, characteristic of the classicism style's emphasis on rationality over drama.	style	Basic	source:style.jsonl
An intensely emotional Baroque oil painting capturing the moment of Saint Peter's crucifixion, in the style of Caravaggio. He is depicted upside down, his aged, muscular body contorted in agony. Roman soldiers strain to lift the cross in the dim, dramatic light of dawn. The powerful use of tenebrism focuses all attention on Peter's face, a mixture of suffering and divine acceptance, with the background fading into near-total darkness.	style	Basic	source:style.jsonl
A dramatic and dynamic oil painting in the Baroque style depicting the abduction of Proserpina. Pluto, with muscular and tormented features, forcefully lifts a struggling Proserpina, whose robes billow around them. The scene is illuminated by a stark, divine light from above, creating deep, dramatic shadows and highlighting the intense emotion on their faces. The background is a dark, swirling abyss.	style	Basic	source:style.jsonl
A grand ballroom in the Rococo style, with ornate, asymmetrical gilded stucco work on the pastel blue walls and ceiling. Crystal chandeliers cast a soft, warm light over elegantly dressed aristocrats engaged in a playful courtship dance, their silk and satin gowns in shades of soft pink, ivory, and mint green. Large mirrors with intricately carved frames reflect the scene, creating an illusion of endless space and light.	style	Basic	source:style.jsonl
An intimate boudoir decorated in the Rococo style, featuring walls with delicate, curving floral motifs and C & S shaped scrolls. The furniture, including a chaise lounge and a vanity table, has serpentine shapes and is crafted from light-colored wood with gilded accents. A noblewoman in a luxurious silk dressing gown sits at her vanity, which is cluttered with ornate silver and porcelain cosmetic jars. The room is filled with soft, natural light from a large window, highlighting the pastel color scheme of rose pink, soft green, and ivory.	style	Basic	source:style.jsonl
A theatrical Rococo sculpture group depicting the mythological theme of Venus and Cupid, set within a garden grotto. The figures are dynamic and sensual, with a sense of movement and grace. The grotto is adorned with rocaille, featuring shell-covered rock work and cascading water. The surrounding foliage is lush and feathery, and the scene is illuminated by a soft, ethereal light, emphasizing the playful and romantic nature of the subject.	style	Basic	source:style.jsonl
A vibrant and emotional depiction of a coastal village at night, under a swirling, starry sky. The moonlight casts a brilliant yellow glow, and the entire scene is rendered with thick, energetic, impasto brushstrokes in the style of Post-Impressionism.	style	Basic	source:style.jsonl
A Post-Impressionist still life of a bowl of apples and a wine bottle on a rumpled tablecloth. The objects are simplified into basic geometric forms, with a flattened perspective and strong, visible brushwork emphasizing structure over realism.	style	Basic	source:style.jsonl
A sweeping landscape of Provence with rolling lavender fields under a dramatic, expressive sky. The colors are heightened and emotionalâ€”vivid purples, deep greens, and swirling yellowsâ€”with thick, textured brushstrokes that convey the artist's subjective experience of the scene, in the style of Post-Impressionism.	style	Basic	source:style.jsonl
A serene landscape of a wheat field at sunset, painted in the Pointillism style. The sky is a mosaic of orange, pink, and purple dots, and the wheat is composed of tiny dabs of yellow and gold, capturing the warm, fading light.	style	Basic	source:style.jsonl
A bustling Parisian park scene on a sunny afternoon, with people strolling by the river, rendered in the style of Pointillism, with vibrant, distinct dots of color creating a shimmering effect.	style	Basic	source:style.jsonl
A futuristic cityscape at night, with towering skyscrapers and flying vehicles, depicted using the Pointillism technique. The city lights are rendered as a vibrant constellation of glowing dots against a dark blue sky.	style	Basic	source:style.jsonl
A Fauvist still life of a bowl of fruit on a tabletop. The apples are electric blue, the bananas are fiery red, and the tablecloth is a pattern of vibrant green and purple stripes. The perspective is flattened, and the colors are applied with bold, visible brushstrokes.	style	Basic	source:style.jsonl
An energetic Fauvist painting of the Port of Collioure. Sailboats with bright orange and yellow sails float on a turquoise sea under a pink sky. The buildings along the harbor are simplified into blocks of vibrant, unblended color, conveying a sense of joyous energy.	style	Basic	source:style.jsonl
An interior scene in the Fauvist style, reminiscent of Matisse's 'The Red Studio'. The walls of the room are painted in a deep, uniform vermilion. A window opens to a simplified green landscape, and the furniture is outlined with bold, spontaneous brushstrokes and filled with flat, emotional color.	style	Basic	source:style.jsonl
A cubist painting of a still life on a wooden table. A violin, a wine bottle, and a newspaper are deconstructed into geometric planes and sharp angles, viewed from multiple perspectives at once, with a muted color palette of ochres, grays, and browns.	style	Basic	source:style.jsonl
A cubist interpretation of a rooster crowing at dawn. The rooster's body is a dynamic explosion of sharp, angular planes and vibrant, fragmented colors, capturing the energy of the sound and movement from multiple viewpoints.	style	Basic	source:style.jsonl
An explosive, chaotic canvas of vibrant reds, deep blues, and bright yellows, applied with thick, energetic, and gestural brushstrokes that convey a sense of raw, untamed power, in the style of abstract expressionism.	style	Basic	source:style.jsonl
A massive, meditative color field painting featuring large, hazy rectangles of luminous orange and deep magenta that softly bleed into one another, creating a profound and quiet emotional depth, in the style of abstract expressionism.	style	Basic	source:style.jsonl
An intricate web of poured and dripped enamel paint, with rhythmic, interlacing lines of black, white, and ochre creating a dynamic and immersive sense of depth and motion on a large canvas, capturing the essence of Jackson Pollock's action painting.	style	Basic	source:style.jsonl
An architectural detail shot in a minimalist style, focusing on the clean lines of a modern staircase against a smooth, concrete wall. The lighting is hard and direct, creating sharp, geometric shadows that add to the composition. There are no other objects or distractions in the frame, emphasizing form and texture.	style	Basic	source:style.jsonl
A minimalist still life composition featuring a single white ceramic vase with a single blade of grass, placed off-center on a light wooden surface. The background is a plain, neutral-colored wall. The lighting is soft and diffused, creating subtle shadows and highlighting the simplicity and elegance of the objects.	style	Basic	source:style.jsonl
A minimal abstract artwork featuring three overlapping circles of different sizes and muted colors (beige, dusty rose, and grey) on a textured paper background. The composition is balanced and harmonious, focusing on the interplay of simple geometric shapes and a restrained color palette.	style	Basic	source:style.jsonl
A top-down, minimalist photo of a clear glass of water on a solid white table. A single, perfect ripple expands from the center. The focus is on the purity of the elementsâ€”water, glass, and lightâ€”and the simple, elegant geometry of the circle. The image is clean, bright, and conveys a sense of calm and clarity.	style	Basic	source:style.jsonl
A vaporwave landscape featuring a chrome DeLorean driving towards a neon grid sunset. The road is a reflective black surface, and on either side are glowing pink palm trees. The sky is a deep purple with a large, cyan sun, creating a nostalgic and serene mood.	style	Basic	source:style.jsonl
The interior of an abandoned 90s shopping mall, bathed in the soft glow of neon signs for forgotten brands. A central fountain with still, reflective water has a lone palm tree growing from it. The floor is a pink and white checkerboard pattern, and the atmosphere is quiet, lonely, and liminal.	style	Basic	source:style.jsonl
A classic Windows 95 desktop interface with a vaporwave aesthetic. The 'My Computer' icon is a marble statue head, and the background is a pixelated sunset over the ocean. Open error message windows display cryptic, poetic phrases in a neon font, and the entire image has a slight glitch and VHS distortion effect.	style	Basic	source:style.jsonl
A close-up portrait of a person's face, but it's heavily distorted with severe pixelation and vibrant color banding, sections of the face are misaligned and shifted, creating a fractured and abstract look, glitch art.	style	Basic	source:style.jsonl
A serene mountain landscape dissolving into a cascade of digital static and VHS tracking errors, the sky is fractured with horizontal scanlines and blocks of corrupted data, glitch art aesthetic.	style	Basic	source:style.jsonl
An abstract explosion of digital noise and fragmented geometric shapes, with cascading green binary code overlaid, the entire image is warped and suffers from extreme chromatic aberration, creating a chaotic and disorienting visual, glitch art.	style	Basic	source:style.jsonl
A high-resolution rendering of the Mandelbrot set, showcasing its intricate, self-similar patterns. The color palette is a psychedelic swirl of deep blues, electric purples, and glowing golds that highlight the infinite complexity along the fractal's boundary. The details are sharp and clear, revealing smaller Mandelbrot islands in the sea of chaos.	style	Basic	source:style.jsonl
An enchanted forest where the trees and foliage grow in mesmerizing fractal patterns. The branches of the trees spiral outwards in a Fibonacci sequence, and the leaves are shaped like tiny, repeating ferns. Ethereal light filters through the canopy, illuminating the mathematical beauty of this organic, fractal world. The style is a blend of fantasy art and mathematical fractal art.	style	Basic	source:style.jsonl
A sprawling, futuristic cityscape built with fractal architecture. Towers spiral towards the sky, their facades covered in repeating geometric patterns that glow with neon light. Flying vehicles navigate through the complex, mathematically precise canyons between the buildings. The overall mood is awe-inspiring and technologically advanced, rendered in a hyper-realistic fractal art style.	style	Basic	source:style.jsonl
A dynamic anime action scene of a young male warrior with spiky silver hair, mid-air, delivering a powerful glowing blue energy kick, shattering a rocky landscape. The style is reminiscent of 90s shonen manga, with speed lines and dramatic impact effects.	style	Basic	source:style.jsonl
A heartwarming, slice-of-life anime scene. A high school girl with long brown hair and a sailor uniform sits by a sunlit window on a train, looking out at the passing cherry blossom trees. The art style is soft and painterly, in the style of a modern Kyoto Animation work, with a focus on detailed backgrounds and gentle lighting.	style	Basic	source:style.jsonl
A magical girl in the middle of her transformation sequence. She is surrounded by swirling ribbons of pink and gold light, her intricate frilly dress materializing around her. Her eyes are wide and sparkling with cosmic energy. The art style is classic shojo, vibrant and full of glitter, sparkles, and lens flare effects, reminiscent of Sailor Moon.	style	Basic	source:style.jsonl
A vibrant manga-style panel of a young female adventurer with large, expressive eyes and spiky pink hair, riding a majestic winged wolf across a lush, Ghibli-inspired fantasy landscape with floating islands and giant flowers, with dynamic speed lines indicating swift movement.	style	Basic	source:style.jsonl
A retro 1950s cartoon-style depiction of a robot butler with simple, rounded shapes and a goofy grin, serving atomic cocktails to a human family in a futuristic, mid-century modern living room with a bubble-domed window looking out onto a space colony.	style	Basic	source:style.jsonl
A powerful line art depiction of a crashing ocean wave, using swirling and energetic curved lines to convey motion and spray.	style	Basic	source:style.jsonl
A delicate line art portrait of a woman's face in profile, with her hair flowing into abstract floral patterns, created with fine, elegant lines.	style	Basic	source:style.jsonl
A tranquil lakeside scene at dawn, with misty mountains in the background and a lone wooden boat floating on the still water, all rendered in a soft, ethereal watercolor illustration style with visible paper texture.	style	Basic	source:style.jsonl
A charming European street corner with a cozy cafe, its tables spilling onto the cobblestone pavement, depicted in a loose and expressive watercolor illustration style, with vibrant color washes and playful splatters.	style	Basic	source:style.jsonl
A majestic lion's head rendered in a geometric illustration style. The mane is an explosion of sharp, angular polygons and triangles in shades of gold and brown. The face is a symmetrical composition of circles and clean lines, creating a powerful and abstract portrait.	style	Basic	source:style.jsonl
A high-contrast black and white photograph of an old, weathered tree stump in a misty forest. The deep shadows and bright highlights emphasize the rough texture of the bark and the soft, ethereal quality of the fog.	style	Basic	source:style.jsonl
A black and white architectural photograph of a modern spiral staircase, viewed from below. The image is a study in lines, curves, and repeating patterns, with strong geometric shapes and a full range of tones from pure white to deep black.	style	Basic	source:style.jsonl
A minimalist black and white long-exposure photograph of a serene seascape. A solitary wooden pier extends into the calm ocean, the water smoothed into a milky, dreamlike surface, and the sky is filled with soft, streaky clouds.	style	Basic	source:style.jsonl
An aerial photograph capturing the intricate patterns of a glacial river delta. Channels of milky blue water braid through vast plains of dark sediment and sand. The low sun highlights the textures of the landscape, revealing the delicate, vein-like network of waterways.	style	Basic	source:style.jsonl
An aerial photograph of vast tulip fields in the Netherlands. Perfectly straight rows of vibrant red, yellow, and purple tulips create a stunning geometric patchwork quilt across the landscape. A small, traditional windmill is visible in the distance, adding a sense of scale.	style	Basic	source:style.jsonl
An aerial photograph of a rugged coastline, with turquoise waves crashing against black volcanic cliffs. A solitary lighthouse stands on the edge of the promontory, its white structure a stark contrast to the dark rock. The scene is captured during the golden hour, casting long shadows and bathing the landscape in warm light.	style	Basic	source:style.jsonl
Macro photo of the metallic tip of a ballpoint pen, showing the tiny ball bearing. Capture the fine scratches on the metal casing and the texture of the paper it rests on. The lighting should create a dramatic, high-contrast look, emphasizing the metallic sheen.	style	Basic	source:style.jsonl
Stunning macro photograph of a spider web adorned with minuscule, spherical water droplets, each reflecting a miniature version of the world. The web's delicate silk threads are in sharp focus. The background is a dark, out-of-focus garden, creating a beautiful bokeh effect. Backlit by the morning sun.	style	Basic	source:style.jsonl
A detailed macro image focusing on the crystalline structure of sugar granules sprinkled on a ripe, red strawberry. The facets of each sugar crystal should catch the light, creating a sparkling effect. The texture of the strawberry's skin and the tiny seeds are in sharp focus, with a very shallow depth of field blurring the rest of the fruit.	style	Basic	source:style.jsonl
A serene long exposure photograph of a cascading waterfall in a dense, verdant forest. The water flows down a series of rock ledges, transformed into a soft, ethereal, and misty white veil. The surrounding moss-covered rocks and lush green ferns are perfectly sharp, creating a beautiful contrast with the silky water.	style	Basic	source:style.jsonl
An abstract and energetic long exposure photograph featuring light painting in a dark, gritty environment. A figure, blurred by motion, is swinging a light source, creating complex, swirling patterns of golden and orange sparks and light trails that illuminate the interior of an abandoned concrete tunnel.	style	Basic	source:style.jsonl
A breathtaking wide-angle astrophotography shot of the Milky Way arching over a serene, glassy lake. In the foreground, the silhouette of a lone, ancient pine tree stands on the shore, its reflection perfectly mirrored in the water. The galactic core is vibrant with glowing nebulae and dense star fields, rendered in stunning detail with long exposure. The night sky is a deep indigo, with the colors of the galaxy ranging from warm oranges and reds near the core to cooler blues and purples along the arms. The overall image has a crisp focus and a sense of profound tranquility.	style	Basic	source:style.jsonl
A deep-sky astrophotograph capturing the ethereal beauty of the Orion Nebula. The image is a composite of multiple long exposures, revealing intricate details of the stellar nursery. Wisps of glowing hydrogen gas are visible in vibrant shades of magenta and crimson, swirling around the bright, young stars of the Trapezium Cluster at the nebula's heart. Dark dust lanes create a dramatic contrast against the luminous clouds. The surrounding starfield is sharp and colorful, showcasing the power of telescopic astrophotography.	style	Basic	source:style.jsonl
A planetary astrophotography shot of Jupiter and its four Galilean moons. The image is highly detailed, achieved through stacking thousands of video frames. The planet's characteristic bands and zones are clearly visible, with the Great Red Spot appearing as a prominent, swirling storm. The moonsâ€”Io, Europa, Ganymede, and Callistoâ€”are captured as sharp, distinct points of light flanking the gas giant. The background is a deep, velvety black, emphasizing the brilliance and scale of Jupiter in our solar system.	style	Basic	source:style.jsonl
A vibrant Pop Art portrait of a modern pop star, created in the style of Andy Warhol. The image is a silkscreen print with four panels, each featuring the star's face in a different bold color combination like hot pink, electric blue, and sunshine yellow.	style	Basic	source:style.jsonl
A dramatic comic book panel in the style of Roy Lichtenstein. A close-up on a woman's face, she is crying a single tear and holding a telephone receiver. The artwork uses prominent Ben-Day dots for shading, bold black lines, and a limited color palette. A speech bubble contains the word 'Goodbye!'.	style	Basic	source:style.jsonl
A detailed isometric pixel art illustration of a cozy gamer's bedroom, with a glowing computer setup, shelves full of video games, and a cat sleeping on the bed.	style	Basic	source:style.jsonl
A compact green circuit board featuring a Raspberry Pi logo, labeled "Raspberry Pi 4 Model B," with Ethernet, USB, and GPIO connectors, along with various electronic components.	text rendering	Basic	source:text_rendering.jsonl
A bottle labeled "WHISTLEPIG" featuring "SMOKED BARREL-AGED RYE" sits alongside two clear whiskey glasses, showcasing a refined presentation of the spirit.	text rendering	Basic	source:text_rendering.jsonl
A silhouette of an airport featuring control towers, cranes, and a terminal building against an orange sunset, with a road sign reading "TOWER!" pointing towards the structures.	text rendering	Basic	source:text_rendering.jsonl
A neon sign featuring a football helmet design displays the text "BUSCH LIGHT" in bright orange letters against a dark background, mounted on a brick wall.	text rendering	Basic	source:text_rendering.jsonl
Time magazine cover featuring Barack Obama smiling behind the wheel of a convertible, with the headline 'The New NEW DEAL' and subtext discussing lessons from F.D.R., alongside articles on Somalia, 'Videam now,' and hedge funds.	text rendering	Basic	source:text_rendering.jsonl
Cover of 'JACOB VAN RUISDAEL: A COMPLETE CATALOGGW OF HIS PAINTINGS, DRAWINGS AND ETCHINGS' by SEYMOUR SLIVE, featuring a serene landscape painting with figures resting under trees.	text rendering	Basic	source:text_rendering.jsonl
A cozy bedroom features a neatly arranged bed with colorful pillows and blankets, accompanied by a vase of greenery on a side table, while the wall above displays the humorous quote "WHY FALL IN LOVE, WHEN YOU CAN... FALL ASLEEP?" in bold black letters.	text rendering	Basic	source:text_rendering.jsonl
A man wearing a white racing suit adorned with logos, including Marlboro, Champion, Tecate, and others, stands confidently against a plain background.	text rendering	Basic	source:text_rendering.jsonl
Giant illuminated letters spelling "LOVE" stand prominently in a grassy field at dusk, with mountains silhouetted against a twilight sky.	text rendering	Basic	source:text_rendering.jsonl
A red mug sits on a wooden surface against a dark green chalkboard backdrop, surrounded by words like "Product," "Team," "Success," "Business," "Income," and "Money," with "MOTEM SUCCESS" prominently displayed in yellow.	text rendering	Basic	source:text_rendering.jsonl
Circular badge featuring "LANCASHIRE AIRE AND LONS'DALE REGIMENT" with a prominent "27" at the center, surrounded by a castle silhouette and decorative floral patterns.	text rendering	Basic	source:text_rendering.jsonl
A red Audi TTS Coupe is driving on a scenic mountain road, featuring a license plate reading "IN TT 3200" and the "S line" badge on the grille.	text rendering	Basic	source:text_rendering.jsonl
A young climate activist stands at a podium marked "COP24" and "2018," addressing an audience with flags of the United Nations and Poland in the background.	text rendering	Basic	source:text_rendering.jsonl
A group of individuals stands in front of a red-and-white tent labeled "AAA COUNSELLING MEDICINE COUNSELING," holding papers, likely participating in a community health initiative.	text rendering	Basic	source:text_rendering.jsonl
A glowing red neon sign reading "FUNK & SOUL" is mounted on a brick wall, illuminated against a city street backdrop at dusk.	text rendering	Basic	source:text_rendering.jsonl
Red box featuring cartoon characters holding drinks, labeled 'BUZZED FIRST EXPANSION PACK' with '180 CARDS' and promotional text highlighting a rethinking game.	text rendering	Basic	source:text_rendering.jsonl
A pair of white New Balance sneakers featuring blue accents, with the iconic "N" logo on the side and "new balance" branding inside the tongue, showcasing a classic and stylish design.	text rendering	Basic	source:text_rendering.jsonl
Malouf Sleep Tite Encase HD Mattress Protector offers six-sided protection with features like waterproofing, dust mite resistance, and hypoallergenic properties, as highlighted on its packaging.	text rendering	Basic	source:text_rendering.jsonl
Xbox One game cover for 'Just Dance 2019' featuring vibrant artwork with a dancing character holding a microphone, alongside text reading 'ANE FUT REARIE' and 'Wpenavest,' with Ubisoft branding at the bottom.	text rendering	Basic	source:text_rendering.jsonl
A blue circular logo featuring the Disney "Frozen Jr." text surrounded by white snowflakes.	text rendering	Basic	source:text_rendering.jsonl
A black Sony PlayStation controller featuring directional buttons labeled with arrows, action buttons marked with triangle, square, circle, and X symbols, and additional controls labeled SELECT, START, ANAG, and AG.IB.	text rendering	Basic	source:text_rendering.jsonl
A sleek black gym bag featuring the "YO'NEX" logo prominently displayed on the front, equipped with multiple zippers and adjustable shoulder straps.	text rendering	Basic	source:text_rendering.jsonl
Welcome to CAROUSEL! A vibrant illustration features a hand holding a bowl of ramen topped with greens, an egg, and a cherry tomato, accompanied by chopsticks and a speech bubble saying 'CANIN WOMES!' against a bold red background.	text rendering	Basic	source:text_rendering.jsonl
Cover art featuring a man wearing a cowboy hat and denim shirt, with the title 'THE SONGS OF DON MCLEAN' prominently displayed above him.	text rendering	Basic	source:text_rendering.jsonl
A muscular individual wearing a black T-shirt with the text "CrossFit OPEN 19 CrossFit OPEN 19" stands against a neutral gray background.	text rendering	Basic	source:text_rendering.jsonl
A light pink hooded sweatshirt features the bold text "BLACK HISTORY MATTERS" printed across the chest.	text rendering	Basic	source:text_rendering.jsonl
A black throw pillow features a yellow ribbon with blue and red puzzle pieces, displaying the words "AUTISM," "LOVE," "HOPE," and "CURE" in bold letters.	text rendering	Basic	source:text_rendering.jsonl
